"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
131.850101272704,-1.67363336815454,0.364297922059036,-4.59413372081579,4.34550669066331e-06,3.56830183826319e-05,"VGLL1"
89.4381554292693,-2.75065127817859,0.358098017863568,-7.6812803784537,1.57506323966464e-14,8.17321755713411e-13,"KLHL4"
1231.12786634675,-1.03665452601621,0.160236359305635,-6.46953369702372,9.83058071317148e-11,2.43431213225286e-09,"PORCN"
271.276636460065,-1.20457096027043,0.282521271422884,-4.26364696082442,2.01117119411184e-05,0.000137517906158268,"GDPD3"
3.71889956844635,-1.8794642290696,0.725244162580301,-2.59149170175017,0.00955608462032897,0.0275808805163761,"MT4"
2571.07388515417,-1.09236060333417,0.275019734382563,-3.9719353441548,7.12910715706327e-05,0.000419088750358501,"NDRG4"
15585.1607628898,-1.02688996696214,0.223094538862769,-4.60293637036902,4.16575530085335e-06,3.4342143668607e-05,"HAS3"
332.244924431711,-1.49419803484211,0.281550976724616,-5.30702486712941,1.11428981300771e-07,1.37748736004648e-06,"SMPD3"
36.1770933527404,-2.8148769724305,0.363193736937941,-7.75034557633762,9.16428039161927e-15,4.98378458334357e-13,"NECAB2"
2501.47432932284,-1.11312126829417,0.143655389519682,-7.74855208715758,9.29462442221453e-15,5.0408397430738e-13,"NME4"
43735.2077178517,-1.98004930792777,0.178992591433263,-11.0621858260878,1.91375980371568e-28,7.40007304754163e-26,"SLC7A5"
196.81634694509,-1.54735756093048,0.250939048280634,-6.1662685482094,6.99202993167972e-10,1.42445542981214e-08,"MEFV"
98.634083589332,-2.26738523270494,0.33787140305295,-6.71079355108842,1.93568812400347e-11,5.46973312017945e-10,"SALL1"
412.558362462072,-2.96416622106161,0.32551672421294,-9.10603357854687,8.54488900477603e-20,1.05863163935733e-17,"SLC6A2"
318.884051608253,-1.4890101757409,0.28880487703355,-5.15576534245275,2.52597065773422e-07,2.84301570796629e-06,"AQP9"
514.565356880793,-1.04939447435774,0.297184572213772,-3.53112029517764,0.000413803507588498,0.00192549765943028,"TGM5"
1743.72611662829,-2.87598638571243,0.535849313677239,-5.36715511675496,7.99882613944219e-08,1.01981022704737e-06,"CALB1"
2629.5775986767,-1.48770443986033,0.347863471997309,-4.27669059737276,1.89692154301919e-05,0.00013060690269711,"SFRP1"
41.1525188374592,-2.50278432086171,0.344632405151307,-7.26218510926994,3.80886453257636e-13,1.56304192308803e-11,"ANXA13"
6.84918339889555,-2.69329120670633,0.449814783279232,-5.98755600487771,2.13017604817465e-09,3.88995068769617e-08,"FGL1"
1417.70699311089,-1.01207180191566,0.190587032739032,-5.31028678798664,1.09452863624795e-07,1.35474829172807e-06,"KLC3"
1963.96310383882,-1.11895980262768,0.20513038810852,-5.45487098691452,4.90084144073263e-08,6.58177028854489e-07,"OLFM2"
5038.86396698022,-3.85458767743141,0.455575967934713,-8.46091090999734,2.65297024443422e-17,2.30146620001301e-15,"CASP14"
40.3044072472109,-2.66203077711758,0.521911896096707,-5.10053669407896,3.38691707765564e-07,3.6827846281859e-06,"SLC1A6"
6.81395948151512,-1.27811351450512,0.460444144259732,-2.77582749273526,0.00550614147642055,0.0174131284965454,"CLC"
71.3381305418256,-1.43338793849245,0.284781978018851,-5.03328177037088,4.8215362802608e-07,5.02135410930296e-06,"CCNP"
31.7949611497852,-1.13766977301739,0.322054896992881,-3.5325336880145,0.000411597780911501,0.00191635866403247,"SHD"
7.25689869795174,-2.54103754045917,0.549815413841446,-4.62161932257495,3.80756227239416e-06,3.17323536449582e-05,"LIM2"
483.300643276901,-1.346688939153,0.197106445155436,-6.83229276491193,8.35680802114468e-12,2.55834481851954e-10,"MEIS3"
12046.7098065862,-1.76560732785555,0.353512372009241,-4.99447110668418,5.89972229030154e-07,6.00345200716131e-06,"CNFN"
749.632587379964,-1.29862929090685,0.204895187158019,-6.33801754408862,2.32740332460393e-10,5.30897035695759e-09,"CLEC11A"
121.553607213217,-1.26231898102018,0.355226187029833,-3.55356397447739,0.000380048748627776,0.00179092269575041,"HAS1"
40.4660218801334,-2.97092584684176,0.394584649132773,-7.52924842203397,5.10332095016478e-14,2.43467098759666e-12,"UPK1A"
35.8869252792017,-1.16322560748093,0.258283747271216,-4.50367326543183,6.67888663766039e-06,5.2277287413632e-05,"TMEM59L"
8522.51038514351,-1.6565764740319,0.177135777526902,-9.35201514431671,8.59934564396704e-21,1.25801128433606e-18,"CDK6"
565.790939844353,-2.10962576081423,0.398253042019609,-5.29719936379131,1.17592286592137e-07,1.4460130899334e-06,"TFPI2"
2543.71325800969,-1.11445239164763,0.185169342618221,-6.01855780168419,1.7597787586956e-09,3.28467179324326e-08,"GSDME"
163.220700204628,-1.57207448416634,0.346436712945129,-4.53784031952566,5.6833267494364e-06,4.53168722810551e-05,"ATP6V0A4"
8698.20745292194,-1.18596082133118,0.147933071209357,-8.01687419612072,1.08470116468723e-15,7.19113339030523e-14,"CAV2"
27262.8646176147,-2.07464404226989,0.226424660413313,-9.16262406437028,5.06504061749691e-20,6.45670531449083e-18,"CAV1"
2228.58089608491,-1.64213592890153,0.180751961331077,-9.08502412260793,1.03675690007157e-19,1.25311668607736e-17,"LFNG"
270.705227205676,-1.35195668006781,0.277669174531605,-4.86894766892434,1.12194111479671e-06,1.07075964121607e-05,"CCL24"
235.360137694583,-1.50260172349528,0.260943118512007,-5.75834968196774,8.49402575048722e-09,1.35894128683642e-07,"NPTX2"
6698.79349780764,-1.01878607495075,0.194028846355262,-5.25069387407156,1.51527324856604e-07,1.8061637985388e-06,"PTPRZ1"
3196.90387609745,-1.13422378904813,0.221376193384486,-5.12351292931579,2.99895071550787e-07,3.31179390296127e-06,"PCOLCE"
6000.89072558892,-1.06951319152357,0.131826470278507,-8.11303821807589,4.93695351466232e-16,3.46416853254492e-14,"IMPDH1"
26333.5641108627,-2.1777706367737,0.236535622077678,-9.20694573461972,3.3553622774836e-20,4.43411124969458e-18,"SERPINE1"
24.8401000544615,-2.73646165753957,0.974769413008032,-2.8072912639874,0.00499600465164902,0.0160585863803004,"NOBOX"
124.394994019641,-2.01685187426961,0.513281350996014,-3.92933012344193,8.51828292909137e-05,0.000490425975492053,"POU6F2"
175.815048569334,-1.04962807200921,0.392784378113575,-2.67227550405711,0.00753387660295337,0.0227081683208459,"OGN"
