"SYMBOL","CESC_LFC","HNSC_LFC"
"ACOT2",-0.228956891006957,-0.317373299664932
"ACOT4",0.836150458420804,0.641701661531722
"ACOT7",0.410917423444692,-0.5840998368441
"ACOT8",0.299992558501922,-0.0144828767543203
"ACOT9",0.857135385101328,-0.331075115065178
"ACOX1",0.129675805905845,-0.074277707905257
"ACOX2",-0.939536408924783,-0.332616414236837
"ACOX3",0.453318448196631,0.0136464276541421
"ACOXL",-0.016299862486688,0.513567646087115
"ACOXL-AS1",-0.052817868568029,0.722809856723248
"ACP1",-0.260583099808165,-0.116516673073022
"ACP2",-0.117779832176575,-0.0509302572355775
"ACP3",0.291930760700146,0.569863635403773
"ACP4",0.867816566126975,0.365192145797882
"ACP5",1.00968762541378,-0.644366021109908
"ACP6",-0.912479187434651,0.832378885502311
"ACP7",3.05275208378988,-2.33979146665424
"ACR",0.608191502424742,-0.799155095938016
"ACRBP",-0.0671316037328745,-0.0850317252646079
"ACRV1",-0.00908703513616511,-0.0182797420226695
"ACSBG1",-0.369398833429292,-0.435795557113131
"ACSBG2",0.0101058012475382,1.09258507813096
"ACSF2",0.171936801368288,0.138220886590902
"ACSF3",0.361026899228144,-0.125454596705842
"ACSL1",0.188745498760263,-0.495884794580188
"ACSL3",0.159189962659645,-0.156730319252508
"ACSL4",0.142171912144451,-0.63730813646045
"ACSL5",0.770456253675667,-0.124476027609286
"ACSL6",0.912640111194267,1.00778224862742
"ACSM1",-0.238899054434074,0.156230433504548
"ACSM3",-2.09760695877346,0.831413093491801
"ACSM5",-0.105705700180293,0.641135120388032
"ACSS1",0.571667807718266,0.835801844962675
"ACSS2",-0.407594631685188,0.0254369125561325
"ACSS3",-4.3675803876339,-0.563405557027371
"ACTA1",0.184459093164851,-0.121904707469945
"ACTA2",-0.805293274074031,-0.537550153637525
"ACTA2-AS1",-0.784260327176078,0.139081892845068
"ACTB",0.060965263811888,-0.482874837770504
"ACTBL2",2.50624681239448,-0.0304848140758961
"ACTBP1",0.712657165285226,-0.2415957700224
"ACTC1",-0.589420150112987,-1.03065308414569
"ACTG1",-0.141778297863024,-0.401378881684425
