"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"NUP62CL","ENSG00000198088.10","Higher in HPV-positive",160.26,1.041,2.39e-08,4.05e-07
"ENDOU","ENSG00000111405.9","Higher in HPV-negative",468.07,-2.481,2.44e-08,4.12e-07
"KPNA4P1","ENSG00000213754.2","Higher in HPV-positive",2.79,1.583,2.45e-08,4.14e-07
"NCR1","ENSG00000189430.13","Higher in HPV-positive",18.48,1.629,2.51e-08,4.24e-07
"LCE2B","ENSG00000159455.9","Higher in HPV-negative",84.32,-4.302,2.59e-08,4.35e-07
"AC011483.1","ENSG00000267879.2","Higher in HPV-negative",14.15,-1.89,2.59e-08,4.35e-07
"MT2A","ENSG00000125148.7","Higher in HPV-negative",25237.18,-1.518,2.6e-08,4.37e-07
"AC026741.1","ENSG00000272103.2","Higher in HPV-positive",4.91,1.424,2.73e-08,4.59e-07
"ZNF469","ENSG00000225614.4","Higher in HPV-negative",1802.26,-1.488,2.85e-08,4.79e-07
"AL133383.1","ENSG00000261729.2","Higher in HPV-negative",3.49,-2.344,2.87e-08,4.81e-07
"SEMA6A","ENSG00000092421.17","Higher in HPV-positive",936.49,1.425,2.9e-08,4.84e-07
"ADGRD2","ENSG00000180264.11","Higher in HPV-positive",42.22,1.609,2.92e-08,4.88e-07
"FBXO43","ENSG00000156509.14","Higher in HPV-positive",46.64,1.322,2.95e-08,4.91e-07
"ACP7","ENSG00000183760.11","Higher in HPV-negative",424.31,-2.079,2.98e-08,4.96e-07
"LINC02031","ENSG00000238837.3","Higher in HPV-negative",59.17,-2.092,2.98e-08,4.96e-07
"KCNJ10","ENSG00000177807.10","Higher in HPV-positive",35.37,1.942,3e-08,4.99e-07
"ALDH1L1","ENSG00000144908.14","Higher in HPV-positive",393.58,2.275,3.02e-08,5.02e-07
"PCDHGA4","ENSG00000262576.3","Higher in HPV-negative",76.6,-1.402,3.07e-08,5.1e-07
"KLK12","ENSG00000186474.15","Higher in HPV-negative",1144.1,-2.53,3.1e-08,5.15e-07
"SEMA6A-AS1","ENSG00000248445.5","Higher in HPV-positive",9.07,1.472,3.12e-08,5.17e-07
"AL450263.1","ENSG00000228487.2","Higher in HPV-positive",3.41,1.678,3.13e-08,5.18e-07
"AC046129.1","ENSG00000286351.1","Higher in HPV-negative",24.55,-3.166,3.13e-08,5.18e-07
"MICAL2","ENSG00000133816.17","Higher in HPV-negative",5453.21,-1.062,3.16e-08,5.23e-07
"TEX45","ENSG00000198723.11","Higher in HPV-positive",6.57,1.665,3.17e-08,5.24e-07
"SIM1","ENSG00000112246.10","Higher in HPV-positive",42,3.182,3.18e-08,5.25e-07
"WARS2-IT1","ENSG00000224238.2","Higher in HPV-positive",6.25,1.668,3.22e-08,5.31e-07
"MPP2","ENSG00000108852.15","Higher in HPV-positive",185.8,1.383,3.25e-08,5.35e-07
"STK16P1","ENSG00000259155.2","Higher in HPV-positive",1.54,1.737,3.25e-08,5.35e-07
"MLXP1","ENSG00000226539.1","Higher in HPV-negative",28.03,-3.538,3.28e-08,5.39e-07
"RNF32-AS1","ENSG00000224903.2","Higher in HPV-positive",11.62,1.232,3.29e-08,5.4e-07
"AC211476.1","ENSG00000205584.6","Higher in HPV-positive",1.4,2.258,3.3e-08,5.42e-07
"LINC01962","ENSG00000248473.2","Higher in HPV-positive",4.5,1.448,3.3e-08,5.42e-07
"FOLR1","ENSG00000110195.14","Higher in HPV-negative",132.13,-2.704,3.31e-08,5.42e-07
"IL2RG","ENSG00000147168.13","Higher in HPV-positive",554.59,1.276,3.39e-08,5.55e-07
"AL049649.1","ENSG00000230990.2","Higher in HPV-negative",17.26,-2.475,3.4e-08,5.56e-07
"P3H3","ENSG00000110811.20","Higher in HPV-negative",1440.24,-1.314,3.47e-08,5.66e-07
"LORICRIN","ENSG00000203782.6","Higher in HPV-negative",207.87,-3.342,3.48e-08,5.69e-07
"SCN2A","ENSG00000136531.18","Higher in HPV-negative",156.87,-2.696,3.49e-08,5.69e-07
"AC012174.1","ENSG00000260115.1","Higher in HPV-negative",5.72,-2.903,3.51e-08,5.72e-07
"AP001037.1","ENSG00000287470.1","Higher in HPV-negative",7.94,-1.764,3.52e-08,5.74e-07
"AC090204.1","ENSG00000247134.7","Higher in HPV-negative",67.57,-1.849,3.57e-08,5.81e-07
"AL031736.1","ENSG00000227777.1","Higher in HPV-negative",17.22,-2.059,3.59e-08,5.83e-07
"NBEAP1","ENSG00000258590.5","Higher in HPV-negative",35.56,-2.576,3.6e-08,5.85e-07
"LINC02870","ENSG00000180066.10","Higher in HPV-negative",88.93,-1.461,3.64e-08,5.9e-07
"LINC01436","ENSG00000231106.2","Higher in HPV-negative",66.07,-2.03,3.65e-08,5.9e-07
"BTBD11","ENSG00000151136.15","Higher in HPV-negative",2055.75,-1.135,3.71e-08,6e-07
"JAK3","ENSG00000105639.20","Higher in HPV-positive",1082.86,1.091,3.74e-08,6.05e-07
"KIF25","ENSG00000125337.19","Higher in HPV-positive",17.1,2.264,3.81e-08,6.15e-07
"AC110995.1","ENSG00000236120.7","Higher in HPV-negative",128.83,-2.223,3.82e-08,6.16e-07
"CALHM5","ENSG00000178033.6","Higher in HPV-negative",517.09,-1.243,3.83e-08,6.18e-07
"PRRG3","ENSG00000130032.17","Higher in HPV-positive",80.07,2.2,3.84e-08,6.18e-07
"LINC01179","ENSG00000249500.1","Higher in HPV-negative",10.86,-3.183,3.87e-08,6.22e-07
"NPR2","ENSG00000159899.15","Higher in HPV-negative",453.94,-1.535,3.88e-08,6.24e-07
"TJP3","ENSG00000105289.15","Higher in HPV-positive",495.06,1.915,3.96e-08,6.36e-07
"DNAH1","ENSG00000114841.17","Higher in HPV-positive",207.53,1.057,3.98e-08,6.38e-07
"FOXA2","ENSG00000125798.15","Higher in HPV-negative",42.44,-2.703,3.98e-08,6.38e-07
"GPR149","ENSG00000174948.6","Higher in HPV-negative",30.81,-4.472,4.05e-08,6.48e-07
"CYCSP10","ENSG00000232901.1","Higher in HPV-positive",3.49,1.226,4.08e-08,6.52e-07
"ADAM28","ENSG00000042980.13","Higher in HPV-positive",585.65,1.589,4.1e-08,6.54e-07
"AC099506.1","ENSG00000260862.1","Higher in HPV-negative",4.27,-2.407,4.15e-08,6.62e-07
"ZNF667-AS1","ENSG00000166770.11","Higher in HPV-positive",110.24,1.425,4.18e-08,6.66e-07
"RHOXF1-AS1","ENSG00000258545.6","Higher in HPV-positive",97.82,2.455,4.23e-08,6.73e-07
"CCBE1","ENSG00000183287.14","Higher in HPV-negative",223.96,-1.951,4.24e-08,6.74e-07
"COL4A3","ENSG00000169031.20","Higher in HPV-positive",65.91,1.796,4.24e-08,6.75e-07
"ADCY6","ENSG00000174233.11","Higher in HPV-positive",833.54,1.009,4.27e-08,6.78e-07
"CRIP3","ENSG00000146215.14","Higher in HPV-positive",3.61,1.767,4.32e-08,6.85e-07
"AL022724.3","ENSG00000287593.1","Higher in HPV-positive",29.69,1.781,4.34e-08,6.88e-07
"PTOV1-AS2","ENSG00000269352.1","Higher in HPV-positive",29.38,1.082,4.34e-08,6.88e-07
"AC114489.1","ENSG00000224409.1","Higher in HPV-negative",19.93,-1.615,4.37e-08,6.92e-07
"SLC5A10","ENSG00000154025.16","Higher in HPV-negative",65,-1.656,4.38e-08,6.93e-07
"CDHR1","ENSG00000148600.15","Higher in HPV-negative",1705.34,-1.629,4.39e-08,6.94e-07
"TSPOAP1-AS1","ENSG00000265148.6","Higher in HPV-positive",44.96,1.08,4.49e-08,7.1e-07
